DATE,CRSPLCV1,CRSPLCVT
20200811,1819.88,2241.13
20200812,1833.65,2258.78
20200813,1818.87,2241.69
20200814,1822.33,2246.28
20200817,1816.64,2239.38
20200818,1810.09,2232.07
20200819,1804.04,2224.67
20200820,1794.99,2213.62
20200821,1795.94,2215.01
20200824,1820.94,2246.41
20200825,1819.15,2244.21
20200826,1814.55,2238.54
20200827,1828.82,2256.43
20200828,1842.53,2273.67
20200831,1828.03,2256.10
20200901,1826.27,2254.01
20200902,1859.08,2294.63
20200903,1823.76,2251.99
20200904,1824.42,2252.80
20200908,1791.77,2212.63
20200909,1812.80,2238.86
20200910,1786.26,2206.20
20200911,1798.10,2221.05
20200914,1818.95,2248.01
20200915,1815.57,2243.90
20200916,1825.46,2256.23
20200917,1818.38,2247.55
20200918,1805.76,2232.02
20200921,1765.67,2182.48
20200922,1767.49,2184.75
20200923,1732.95,2142.38
20200924,1736.27,2146.69
20200925,1755.13,2170.05
20200928,1781.55,2202.72
20200929,1767.46,2185.89
20200930,1784.01,2206.52
